"","x"
"3314","good"
"3315","😉😍😍😎😎"
"3316","saya dpt hotel yg nyaman dan harga yg bersahabat,puas pokoe"
"3317","ok"
"3318","selalu membantu saat pencarian hotel + dimanjakan dengan diskon""nya"
"3319","Good untuk aplikasi Airy,,sangat cocok untuk semua kalangan,apalagi Airy sering memberi diskon🤩"
"3320","pembayaran lewat bni atm kenapa eror ya"
"3321","sgt memudahkan, tq"
"3322","mantap"
"3323","Nginap murah berkualitas. Tiket pesawat murah dengan banyak promo. Makasih airy"
"3324","mantap"
"3325","okay bgtz"
"3326","execelent"
"3327","Baik bnget,trimaksh bnyk utk airy"
"3328","apa bs jika kalo saya memesan ticket pesawat d bayar d gerai pnjualn tiket pesawat soalnya sya gk ad atm mohon d jawab trima kasih"
"3329","good"
"3330","oke"
"3331","ok airy saat ini"
"3332","puas bget dan yg pling terjangkau"
"3333","bagus"
"3334","mantap hrganya"
"3335","mantul"
"3336","murah dan mudah"
"3337","tiket pesawat dan hotel murah ya di airy"
"3338","loading lama .mohon tunggu, butuh waktu beberapa menit .bisa jam""an lho hehe"
"3339","mas kalau saya chek in jam 14.00 dini hari. chek out nya jam 12.00 besok ya.."
"3340","aplikasi airy. memang mantap. sekali boking. langsung terkirim. E.ticket nya beri selalu yg terbaik. buat para pengguna Airy. mudah dan cepat"
"3341","memuaskan lebih mudah dalam memesan tiket"
"3342","Airy Rooms kereeen.. Harga Tiket pesawat Beda dgn Lain Belum Harga Promonya..Sangat2 Membantu Gak Nyesal pakai Aplikasi Airy..😊😘😍"
"3343","Airy booking kamar paling murah & menjamin kenyamanan. good."
"3344","cari tiket kemana aja mudah dan cari penginapan juga mudah, tinggal pilih lalu klik dan bayar :)"
"3345","Proses cepat,promo bukan tipu tipu !!"
"3346","😍"
"3347","Woke"
"3348","Pelayanan cepat"
"3349","tadi kamar mandiy agak bau."
"3350","sukaaa... murah dan promo nya di tingkatkan..."
"3351","semoga aplikasinya dapat ditingkatkan lagi, karna pada saat konfirmasi pesanan loading terus tapi tau taunya udah ke pesan, jadi saya ngak tau harus bayar"
"3352","rekomended.."
"3353","bikin mudah"
"3354","Sangat Membantu"
"3355","nice"
"3356","oke..cepat akurat"
"3357","harga tiket pesawat selalu lebih murah"
"3358","cukup membantu utk cari kamar harga kompetitif"
"3359","recommended banget"
"3360","sangat rekomendasi utk anda mencari tiket/hotel dimanapun"
"3361","murah ok"
"3362","murah"
"3363","sip bagus"
"3364","mudah mencari tempat isturahat yg terjangkau untuk kedepannya supaya pemesanan kamar dipermudah seperti halnya pembayaran kamar untuk pemesanan H - 1 bisa melalui gerai"
"3365","Mantap"
"3366","mantap"
"3367","uda bgus cm promo tiket pesawat sd pke btasan mks pmbelian..."
"3368","nice..dan mudah.."
"3369","mantap"
"3370","TOP DAH"
"3371","ntapw"
"3372","nyaman"
"3373","good service"
"3374","ok"
"3375","fasilitasnya hampir sama dengan binta 5"
"3376","jos"
"3377","mantab"
"3378","Kalau tepat pilih tempat & harganya cocok"
"3379","Comfortable budget hotel 👍"
"3380","bersih Dan rapi"
"3381","baik baik baik"
"3382","cs fast respon"
"3383","Godd"
"3384","aplikasi ini sangat mudah dalam pemesanan"
"3385","kecewa sama airy karena mau pesen tiket pesawat keluar negeri belum tersedia. apakah aplikasi ini di desain khusus untuk bepergian dalam negeri saja?"
"3386","RECOMMENDED"
"3387","proses nya sangat cepat"
"3388","oke bgt"
"3389","jos"
"3390","Bagus harga oke"
"3391","ok"
"3392","semua fasilitas bagus, cuma ada nyambung mengganggu istirahat"
"3393","mantap"
"3394","Good"
"3395","ga ribet"
"3396","mudah, murah dan cepat"
"3397","harga aman, kamar nyaman"
"3398","Airy TiketPesawat. OK"
"3399","sangat keren,tp potongannya agak di tinggikan.mksh"
"3400","bagus sih, cuma diskonnya suka dadakan dengan waktu yang singkat. jadi jarang dapet diskon. sarannya mungkin kalo bisa bookinya yang ada hotel+breakfast nya sekaalian jangan room aja. sama tambahin hotelnya. biar lebih bervariasi 💥💥💥❤️"
"3401","bagus dan mantab aplikasinya. banyakin diskonnya ya"
"3402","good"
"3403","tidak kayak dulu. mau mesan lama banget sampai berjam-jam padahal dulu cepat kenapa sekarang malah lambat , sangat di sayangkan.kok ga bisa lagi."
"3404","mudah cepat murah dan berkualitas...."
"3405","mantap"
"3406","good"
"3407","bagus"
"3408","mantap😁"
"3409","good"
"3410","great! thank you Airy ❤❤❤"
"3411","top"
"3412","good"
"3413","ok bs bantu klu w lg kluar kota harga jg ekonomis"
"3414","Good"
"3415","mudah simpel praktissss"
"3416","nice"
"3417","membantu sekali"
"3418","sukakk bgt ama aplikasi ini, cuma saran aja harusnya harganya udh ama pajak.. jadi pas fix mesen harganya ga berubah pas diawal"
"3419","mantap sekali nih aplikasi..."
"3420","baik dan gampang utk mencari kebutuhan tiket dan hotel"
"3421","bagus ja"
"3422","kok gk bisa pesan hotel ya setelah di update? keluar app nya terus."
"3423","bagus sekali"
"3424","mudah pencariannya"
"3425","sangat simple dan membantu sekali.."
"3426","cepat"
"3427","Terimakasih, lumayan bagus"
"3428","bagus,nyaman,bersih"
"3429","nyaman dan murah"
"3430","Baguslah pelayanan sama kamar nya bersih..."
"3431","aplikasi sangat membantu,respon cepat dan memberikan kemudahan pada konsumen untuk menanyakan sesuatu nggak dimengerti oleh konsumen,,sukses selalu"
"3432","suka sama ini App ... tapi sayangnya akomodasi nya di keterangan cuma pesawat, ga ada kereta. jadi mesti cek google segala ini tempat sama stasiun jaraknya brp kilo."
"3433","seneng"
"3434","wa"
"3435","Mantul.."
"3436","mantap"
"3437","lumayan"
"3438","sesuai diskripsi"
"3439","sukses terus airy"
"3440","nyaman"
"3441","murah"
"3442","sy ksih bintang 3 dulu krn bru mau sy coba"
"3443","meski kamar yang sudah dibayar penuh, tapi airy masih mengusahakan customernya mendapatkan kamar, bahkan kamarnya di upgrade ke yang lebih baik"
"3444","bagus"
"3445","mantab dan mudah tiggal lihat proses berangkt nya kalu bagus saya akan terus berlanggan terus"
"3446","sangat memudah kah"
"3447","sangat memuaskan memakai Airy,...banyak promo diskon nya .👌 yg penting airy mudah di gunakan,dan jgn ribet. kususnya transaksi untuk pemesan hotel dan tiket pesawat."
"3448","Konfirmasi Pesanannya Lamaaaaaaaaa"
"3449","harga tiket lebih murah dari aplikasi serupa yang lain"
"3450","ok"
"3451","mohon maaf sy sedikit kecewa karena pas sy booking tiket jam 12.15 kok konfirmasi keberangkatan jam 9.00, itupun sy kwalahan di airpot ngurus sana sini,,,"
"3452","promonya dan harga tiket murah bgtt"
"3453","airy tuh nyaman banget..bersih banget pokoknya top lah"
"3454","Harga tiketnya lumayan murah"
"3455","sangat membantu sekali dan sangat mudah juga pelayanan customer care nya aplikasi fast respon"
"3456","temptnya bgs cuman ngk tempat parkir itu yg sult tempt parkinya ngk ada"
"3457","App Airy Mantull, tiket pesawat bisa lbh murah hingga 10k lbh di banding app lain, metode pembayaran banyak & mudah, konfimasi tanpa menunggu lama..... Salam Sukses Airy....."
"3458","fasilitas sangat memuaskan dengan harga yg terjangkau"
"3459","Pesan di aplikasi ini sangat mudah,cepat & ada discount nya.. Success selalu Airy ☺️"
"3460","lumayan mudah... diskon nya d banyakin donk promo2 nya"
"3461","ok"
"3462","ok lah aq kasih reting 5 karena responya cukup bagus"
"3463","Mempermudah menginap di seluruh indonesia.. Lebih banyak in promo nya kayak dulu"
"3464","selalu ada diskon di airy. mantap"
"3465","Aplikasi yg sangat membantu saat berpergian"
"3466","good aplication 👌"
"3467","proses cepat"
"3468","ok"
"3469","sangat membantu,bg yg punya budget low,..."
"3470","Luar biasa"
"3471","👍"
"3472","disaat aku bingung banget buat pesen tiket pesawat aku langsung download aplikasi ini, pake jaringan Smartfren 4G yg anti lelet bikin aku lebih mudah menggunakan aplikasi ini cepat dan praktis"
"3473","Sementara ini memakai airy untuk pesan hotel, hotelnya lumayan dan harga bersahabat saat melihat di smartphone. mudah2an saat hari H menginap kondisi hotelnya sama seperti yg ditampilkan di laman aplikasinya."
"3474","sudah baik dan semoga bisa lebih baik lagi"
"3475","bagus"
"3476","apa yaa 😊"
"3477","Sip😁👍"
"3478","👍"
"3479","seru and fun...ayo pergi bersama airy"
"3480","aplikasinya mudah top bgt"
"3481","beruntung ada airy"
"3482","Selama ini suka sich murah juga nyaman...."
"3483","terima kasih airy, aplikasi ini sangat membantu saya dlm hendak melakukan perjalanan, aplikasi ini juga sangat simpel dan mudah untuk difahami.ILoveairy"
"3484","puas banget...tiket murah,sukses trus airy👍👍👍"
"3485","mantap"
"3486","bagus dan nyaman"
"3487","sangat berterima kasih kepada Airy,,,harga tiket disini lebih murah berbeda jauh dengan aplikasi lain."
"3488","joss"
"3489","tiket pesawatnya murah 😊"
"3490","Prosesnya cepat & trus banyak promonya ya. Lalu secepatnya ada utk tiket pesawat internasional."
"3491","MANTUL"
"3492","Sangat puas sekali dengan pelayanan dan kamarnya. Terima kasih Airy. Pertahankan terus reputasinya."
"3493","harga tiket pesawat ende surabaya tanggal 10 agustus 2019"
"3494","murah"
"3495","ok"
"3496","mantao"
"3497","ok"
"3498","saya beli tiket konfirmasinya lama banget jadi susah saya pesannya"
"3499","sangat membantu dalam mencari akomodasi terbaik dan termurah, terima kasih airy"
"3500","harga murah dan banyak potongan"
"3501","bagus cm gak ada air panas kalau mau mandi subuh"
"3502","oke aplikasinya gampang"
"3503","mantap. ...lebih murah"
"3504","nyaman dan mempermudah"
"3505","naiss"
"3506","sangat membantu"
"3507","hematttt"
"3508","Jujun"
"3509","mohon maaf saya kasih bintang1 dlu, soalny pengajuan refund saya udh 2 minggu tp blm kelar2. ditanya hari ini jawabny tinggal nunggu antrian pengembalian dana. ditanya besok, jawabny beda lagi. hadeehhh. mohon di perbaiki lg airy pelayananny. 😡"
"3510","bagus"
"3511","mudah dan praktis"
"3512","helping me to find budget hotel"
"3513","Good"
"3514","cepat"
"3515","good"
"3516","Mudah dn cepat Saran...sebaiknya dikirimkan jg via sms pemesan yg telah berhasil"
"3517","airyrooms sangat membantu, cepat prosesnya dan harga terendah dibandingkan aplikasi lain, terimakasih ♥️"
"3518","bagus bnget saya kasih bintang 5"
"3519","mantap"
"3520","sangat membantu dan pastinya murahh"
"3521","Bagus programnya"
"3522","pertama nyobain airy dan puas , ada diskon ny pula thx airy"
"3523","asli murah banget disini pesan hotel"
"3524","kamar bersih."
"3525","mantap banget"
"3526","aplikasinya bagus, lebih murah dibanding aplikasi lain"
"3527","top"
"3528","mantap"
"3529","airy rooms ad dmanapun dan harga terjangkau..👍👍👍"
"3530","harga terjangkau, nyaman"
"3531","good"
"3532","👍"
"3533","sangat membantu"
"3534","good"
"3535","sangat baik"
"3536","terimakasih airy,pesan tiket jadi mudah,"
"3537","mantab"
"3538","im happy"
"3539","Memang terbukti lebih murah ..... Mantap ....."
"3540","bagus"
"3541","keren dan sangat memuaskan"
"3542","good deal"
"3543","App yg sering kasih hotel murah"
"3544","rekomended"
"3545","mantapppp"
"3546","sepertinya promonya bagi yg punya rek2 bank terpilih."
"3547","okay"
"3548","aplikasi ini sangat bagus"
"3549","nginap mantab"
"3550","lebih murah"
"3551","Saya suka sekali menggunakan airy, kalau sebelum-sebelumnya sebelum memakai airy kalau sedang di luarkota bingung mencari penginapan sekarang jadi lebih mudah. Saya menginap di airy pidada bali, kamar hotelnya bersih, tv lcd, wifi gratis, pelayanannya menyenangkan dan free breakfast. Thanks airy"
"3552","Bagus , dari tahun 2017 saya memakai Airy app, pertahankan dan lebih bagus lagi ke dwpannya"
"3553","Fast respon, mudah penggunaannya, mantap"
"3554","good deh airy"
"3555","Airy ternyata murah banget y jadi jika ada kebutuhan mendadak bisa pesen tiket nya di Airy. Thanks y Airy"
"3556","kemaren waktu gw pesan kamar dan tiket pesawat, hasilnya berjalan dengan lancar, pelayanan nya bagus, dan harga murah. namun setelah update aplikasinya, kok pas buka dan ubah tanggal pemesanan nya malah nggk bisa/gagal masuk gitu? untuk saat ini gw kasih bintang 2 dlu yaaaah"
"3557","good"
"3558","mantap harga murah!"
"3559","good"
"3560","mantaapp"
"3561","Lumayan murah"
"3562","barusan di download , app d buka kok terhenti terus"
"3563","good"
"3564","tempat menginap yang murah dan nyaman"
"3565","lebih murah"
"3566","sangat murah saat pembelian tiket pesawat"
"3567","good"
"3568","Airy sangat cepat proses pencarian yg di butuhkan dan merasa puas 👍👍👍"
"3569","good"
"3570","hatga terjangkau"
"3571","sangat membantu"
"3572","saya selalu pantau promo agar dapat harga terbaik dan kualitas kamar terbaik"
"3573","yuyu mantap mamen"
"3574","sangat bagus"
"3575","mantaf..diperluas rekanx🙏"
"3576","lbh praktis ..prlu d tingkatkan untuk proses k pembayarannya"
"3577","aplikasi ini sangat mudah / sangat gampang menemukan hotel terimakasih airy 😊😊"
"3578","bikin paylater kah airy"
"3579","pelayanan yang sangat ramah, cepat tanggap dalam respon yang dibutuhkan, saya sudah 3 tahun menggunakan airy rooms, terimakasih airy"
"3580","good"
"3581","mohon diperbaiki lagi pelayanannya, baru mau pesan masalah server terus, sudah saya coba setiap hari selama seminggu masih sama saja"
"3582","sip, cepat, ok lah"
"3583","top"
"3584","promonya bagus"
"3585","langganan akuh. selalu lebih murah"
"3586","good"
"3587","good"
"3588","lumayan bagus...kemarin coba booking pakai airy lancar ga ada kendala...sekedar usul aja...tolong tambahin untuk pesanan kereta api dan pesawat...thanks"
"3589","cepat proses pemesanannya dan sangat murah. pelayanan CS sangat ramah dan bersahabat.mantap airy...."
"3590","good"
"3591","selalu sesuai standar"
"3592","Good😍"
"3593","good"
"3594","lebih mudah cepat,,murah lagi 😊"
"3595","aplikasi yang user friendly"
"3596","suka sm airy"
"3597","oke bgt"
"3598","walaupun ad kendala sdkit tp cepat di respon.. puass bgt.. trimakasih airy"
"3599","mantap"
"3600","so far so good lah"
"3601","Wow keren banget"
"3602","menyenangkan"
"3603","tambahin diskonya dong.."
"3604","mantapp klo keluar kota pasti nginap diairy apa.lagi promo2 menarik & dapat cemikan secara grtis"
"3605","mantap sekali"
"3606","keren murah murah daripada app sebelah"
"3607","paling murah dari yang lain"
"3608","semoga bisa yang termurah"
"3609","Good"
"3610","Mudah dan gak ribet yang pastinya harga bersahabat"
"3611","mantaff harga hotel terjangkau..pelayanan lumayan memuaskan."
"3612","terbang k jogja"
"3613","keren"
"3614","mantaapp"
"3615","good"
"3616","sangat luar biasa"
"3617","sangat memuaskan"
"3618","di tingkat dan diskon nya di tambah kan"
"3619","bagus"
"3620","ok lah"
"3621","mantaps"
"3622","murah"
"3623","Kalau bisa promo penerbangan di tambahkan sehingga menarik bagi pengguna jasa Udara"
"3624","👍👍👍👍👍"
"3625","mantapzz"
"3626","sip"
"3627","sangat memuaskan"
"3628","Tiketnya murah, banyak promo, aplikasinya mudah dan prosesnya cepat. Thks Airy...😊👍"
"3629","cepat dan murah"
"3630","harganya murah."
"3631","ok deh pokoknya pelayanan dan tempat nya memuaskan"
"3632","harganya lebih murah.."
"3633","murah dan ada potongan terus.. lanjut kan.. klo bs lebh besar lg discount ya. hehehe"
"3634","Pesannya mudah, pelayanannya bagus, ramah."
"3635","sangat mudah"
"3636","sip"
"3637","Nice"
"3638","oke bgt"
"3639","puasss bgt deh sama si airy❤️❤️"
"3640","beli tiket pesawat sering tergendala"
"3641","amazing"
"3642","professionals"
"3643","tiketnya muraaah banget...."
"3644","😊💗"
"3645","aplimasi mantap"
"3646","sangat membantu"
"3647","Mantap"
"3648","Tempat beli tiket pesawat dan hotel yang paling murah"
"3649","comfortable"
"3650","Beruntung ada Airy...karena sangat memudahkan bagi kami utk memesan kamar hotel yang kami inginkan setiap kami berlibur 👍👍👍"
"3651","blom"
"3652","mantap"
"3653","harga lebih murah dari yg lain"
"3654","mudah dan cepat"
"3655","Keren"
"3656","Mantul"
"3657","bgus"
"3658","good"
"3659","Praktis"
"3660","terima kasih selamat mencoba"
"3661","CS nya sekali merespon.. mantaap lah.."
"3662","Terima kasih Airy.. 😊😊"
"3663","pesan tiket pesawat sudah konfirmasi nunggu mau ke bayarnya lama banget, di suruh tunggu beberapa menit tapi di tunggu udh berjam jam gk selesai"" konfirmasinya. solusinya gimana min ? aplikasinya ada gunanya gk?"
"3664","mantap"
"3665","kalo di airy check in lebih awal malah kena cas 50rb. sungguh mengecewakan!"
"3666","Good aplikasi, discount mantap"
"3667","Pesan tiket paling murah"
"3668","sangat membantu dengan aplikasi ini"
"3669","sangat puas"
"3670","aplikasi bagus banget. pernah booking kamar dengan harga murah bgt tapi good quality🥰🥰🥰"
"3671","good"
"3672","the best"
"3673","good"
"3674","mantap"
"3675","mantap"
"3676","ok lah"
"3677","Sangatt mantapppp bosquee"
"3678","cepat dan murah"
"3679","so faf so good coba kamarnya dlu bru bisa kasih bintang lima"
"3680","airy tawarkan kenyamanan dengan harga terjangkau"
"3681","bagus nyaman ramah"
"3682","sangat mudah"
"3683","lancar jaya"
"3684","jd lebih mudah untuk mencari penginapan, bepergian, belanja dan mencari makanan, untuk harga cukup ekonomis yg di tawarkan aplikasi airy, thanks Airy .."
"3685","sangat membantu ..."
"3686","bagus gak ribet..kalo.boleh sama tiket kereta dong...🙏🙏👍"
"3687","top"
"3688","cool"
"3689","Mantab"
"3690","puas"
"3691","great"
"3692","nice"
"3693","harga lebih murah, cuma metode pembayaran kalo bisa ditambah dengan bank BRI"
"3694","excelent"
"3695","Sangat membantu 😊"
"3696","Pilihan Kamar Beragam, tapi untuk di daerah Puncak pilihan terbatas,,, secara keseluruhan bagus"
"3697","Termurah dari semua app pemesanan tikkkket. Nggak perlu nunggu lama 👍"
"3698","cukup baik"
"3699","Aman dan terpercaya saat memesan tiket."
"3700","mantap serta atas pelayanannya"
"3701","oke mantap👍"
"3702","lancar"
"3703","ini aplikasi sangat berguna jangan sampe aplikasi ini di hack aku suka soalnya murah peswat gak nyampe 5j,4jt murah banget hotel aja gaknyampe jt-an murah bagi yang treveler download ini aplikasi bagus banger.aku dukung Airy dari pada traveloka traveloka harga melotot kalo Airy santai harganya.trave...Ulasan Lengkapini aplikasi sangat berguna jangan sampe aplikasi ini di hack aku suka soalnya murah peswat gak nyampe 5j,4jt murah banget hotel aja gaknyampe jt-an murah bagi yang treveler download ini aplikasi bagus banger.aku dukung Airy dari pada traveloka traveloka harga melotot kalo Airy santai harganya.traveler harus downlod kalo pilih traveloka dompet kering dah.kalo ini dompet masih basah mending basah dari pada kering uang habis"
"3704","good job, seneng bgt aq pakai apk ini udh sering dpt harga cantikkkj pokoknya apalagi setiap promonya selelu aq serbu trs"
"3705","cepat"
"3706","ok banget"
"3707","PUAS!"
"3708","good"
"3709","good"
"3710","maaf sblumnya,mau bertnykk,kenapa pesan tiket pesawat di airy gak bisa di konfirmasi yah"
"3711","mantap...."
"3712","pelayanan cukup baik,, mudah sistim pembayaran dan cepat."
"3713","aplikasi bagus tuk cari hotel cuman kayak harus diperhatikan lagi karena ada hotel yg ngak layak tuk satu manajement dengan airy"
"3714","sangat puas"
"3715","mantap"
"3716","ok"
"3717","good"
"3718","Kemarin nginep gada pembedaan antara snack dari hotel dan snack dari airy(toh juga snack di box airy kosong) jadi saya pikir snack yg diluar itu termasuk fasilitas dari airy ,eh ternyata dapat tambahan ..besuk kedepannya tolong lebih dicek lagi pembedaan fasilitas hotel yang bekerjasama dengan airy ...Ulasan LengkapKemarin nginep gada pembedaan antara snack dari hotel dan snack dari airy(toh juga snack di box airy kosong) jadi saya pikir snack yg diluar itu termasuk fasilitas dari airy ,eh ternyata dapat tambahan ..besuk kedepannya tolong lebih dicek lagi pembedaan fasilitas hotel yang bekerjasama dengan airy dan airy nya sendiri ..+ kemarin ga dapet sikat gigi ,sisir, dll ..sekedar saran mohon kedepan bisa lebih dicek lagi sebelum pelanggan memakai kamarnya ,sekian"
"3719","via airy lebih murah"
"3720","Cara mudah dan murah beli tiket tanpa ribet"
"3721","langsung bintang 5...tadinya mau bintang 7 tapi cuma samapi lima😁😘"
"3722","banyak promo dari yang lain"
"3723","top"
"3724","dimudahkan"
"3725","oke"
"3726","Mantap..."
"3727","yeay murah"
"3728","pada awal nya pelayanan bagus ,akan tetapi saya mengalami ketidak nyamana dalam kesalahan system airy pada saat boking kamar , dan pada saat pengembalian dana sanagat lama hampir 2 minggu lama nya,saya sanagat kecewa dengan hal ini mohon pihak terkait hal seperti ini jangan di biyarkan,padahal dalam...Ulasan Lengkappada awal nya pelayanan bagus ,akan tetapi saya mengalami ketidak nyamana dalam kesalahan system airy pada saat boking kamar , dan pada saat pengembalian dana sanagat lama hampir 2 minggu lama nya,saya sanagat kecewa dengan hal ini mohon pihak terkait hal seperti ini jangan di biyarkan,padahal dalam kemudahan sudah bagus"
"3729","ok"
"3730","airy rooms memang pilihan yg tepat bagi kalian semua,dijamin ramah dikantong anda, pengalaman saya slama nginap 2 malam di airy eco cibubur sangat memuaskan..pelayanan dan kebersihan kamarnya muantapp cuy...rekomended. tunggu kedatangan saya lgi disana airy eco cibubur"
"3731","ok"
"3732","mantap....jd gmpg kl mo psn tiket....tq airy....suskes trs y"
"3733","utk hrga segitu cukuplah,,ada hrga kn ada kualitas"
"3734","good job"
"3735","harga tiket lebih murah dari aplikasi yg lain.."
"3736","mantap"
"3737","ok"
"3738","bagusan"
"3739","Rekom banget yang mau penginapan murah"
"3740","nyaman"
"3741","keren"
"3742","bagus"
"3743","😘"
"3744","muantab aplikasinya ...all in one...tambahkan fitur cetak u invoice...tks"
"3745","pelayanan nya sangat bagus"
"3746","sangat baik"
"3747","bagus"
"3748","terlove dah ahh😍"
"3749","aplikasinya sangat bagus dan responnya cepat pokoknya ngk akan menyesal"
"3750","Oke"
"3751","good"
"3752","Senang dengan fasilitas airy. memberikan promo terbaik di setiap pemesanan. terimakasih airy..."
"3753","harganya lumayan murah"
"3754","bagus"
"3755","bagus"
"3756","miring bangettt harganya....."
"3757","semoga jadi aplikasi yg beda dari aplikasi lain. awal doang murah banyak promo ke sanahnya kagak ada"
"3758","mantappo"
"3759","simple"
"3760","Aplikasi mudah"
"3761","suka pake aplikasi ini."
"3762","pelayanannya good."
"3763","good"
"3764","mudah akses"
"3765","tq"
"3766","Sangat membantu"
"3767","lebih murah"
"3768","sangat membantu"
"3769","apl yg sangat membantu cari tiket murah"
"3770","nyaman lumayan"
"3771","mantap"
"3772","aplikasi online Airy mantaplah"
"3773","mantap"
"3774","oke"
"3775","flash sale nya kadang2 ... keselllllllllllllllll .... tapi kalo lagi flash sale ... airy nga boong .... 👍🙏"
"3776","good"
"3777","penerimaan kode booking telat dr sistem mereka , trus payment gw hangus gitu aja , cukup sekali dan kecewa , auto uninstal . tidak recomanded , kecewa bgt"
"3778","dapet tiket murah duh senengnyaa"
"3779","selalu bekerjasama menyediakan harga dan fasilitas terbaik"
"3780","Mantabbbbb"
"3781","mantap dan puas"
"3782","awesome"
"3783","cukup memuaskan dgn info tiket klau pesan tiket. trks"
"3784","ok"
"3785","aplikasi yg sangat membantu menemukan hotel yg berkualitas dengan harga yg ramah"
"3786","bagus membantu sekali"
"3787","jn"
"3788","good service"
"3789","ship"
"3790","baguss kok aku suka"
"3791","MURAH MERIAH ISTIMEWA mantap"
"3792","terima kasih aplikasi Airy sangat membantu"
"3793","ok"
"3794","sudah pesan tanggal 20 jam 00.30 mau chack in jam 01.00 ko gak biasa katanya hotel penuh padahal di struk untuk tanggal 20 gk ada jam jam nya berapa. dan telfon customer katanya gk bisa di cancle kan apa banget"
"3795","ada yang mau kode voucher diskon 17%....aku dapat dari shopee....Klo mau Tuker via pulsa aja 5K....Dm aku aja Dulu Gpp kok ig:@andisuna_2407"
"3796","mantap...n sangat membantu..."
"3797","pesanan pertamamu diskon sampai 200 ribu pas Di masukin pocher ko ga bisa2,, dengan kode PESANHOTEL"
"3798","topppppp"
"3799","Harga benar2x promo"
"3800","sangat baik"
"3801","cukup baik"
"3802","good"
"3803","bagus banget pilihan nya..."
"3804","baik"
"3805","amazing"
"3806","sangat membantu dan gampang prosesnya"
"3807","berikan pelayanan terbaik"
"3808","good aplikasi"
"3809","murah.."
"3810","hanya mau kasih saran saja untuk airy yg bukan syariah , airy biasa tolong untuk di tambahkan peraturannya , di atas umur 20 tahun boleh check-in kmar di bawa 20 tahun tidak boleh, saya pribadi miris lihat anak² di bawah 20 tahun sudah masuk ke hotel apa lgi masih sekolah , terimakasih.."
"3811","murah nyaman"
"3812","pelayanan nya bagus, tapi saya. misalkan tidak sesuai dengan kenyataan uang tidak bisa kembali"
"3813","sangat bagus dan memuaskan👍👍👍👍"
"3814","terpercaya"
"3815","good"
"3816","cba kurangi iklan tuu k .. bosan liat iklan nii truss bkn hap gue cept error aj 😏😏😏"
"3817","kemaren baru pertama transaksi di airy... dan lumayan cepat mudah dan harga bersaing. thanks airy"
"3818","call centernya ditelpon ga menjawab terus udah berhari hari dicoba"
"3819","good"
"3820","aplikasinya mantap dan tempat menginapnya juga bagus2 dgn harga terjangkau, recommended"
"3821","sangat membantu ,terimakasih airy😘"
"3822","this app is really helping a lot for your vacation . thanks airy"
"3823","gua senang dengan fitur yg disediakan,gampang dan praktis cara penggunaannya cukup 3 langkah mudah kalian sdh bisa memesan tiket pesawat,harga yg disediakan betul2 disaring dari yg termurah hingga yg mahal,bahkan klau di bandingkan dengan situs lain airyroom lebih tersedia harga yg murah,tapi kelema...Ulasan Lengkapgua senang dengan fitur yg disediakan,gampang dan praktis cara penggunaannya cukup 3 langkah mudah kalian sdh bisa memesan tiket pesawat,harga yg disediakan betul2 disaring dari yg termurah hingga yg mahal,bahkan klau di bandingkan dengan situs lain airyroom lebih tersedia harga yg murah,tapi kelemahannya adalah jika kita membatalkan transaksi kemungkinan tiket yg ingin kita pesan lagi nanti akan hilang.Sangat disayangkan,padahal bisa saja kita membatalkan di karenakan sistem pembayaran yg gagal."
"3824","ok"
"3825","mantap gan ,,kita dpat hotel termurahh ,,dan pasti nya nyaman"
"3826","sangat mudah dan membantu"
"3827","minta no wa nya admin"
"3828","sangat membantu jika diperlukan"
"3829","terima kasih"
"3830","Hehehe lucu lama baru ku tau pembayaran nya, rupanya harus melalui ATM"
"3831","good"
"3832","bagus banget pokoknya airy sllu dihati"
"3833","good"
"3834","proses mudah, murah tapi ga murahan, banyak pilihan"
"3835","Belum dicoba"
"3836","mantap lur"
"3837","mantappp"
"3838","ok"
"3839","mantap"
"3840","harga murah dan kamar nya jg kereen"
"3841","Yang paling murah hanya disini 👍"
"3842","sangat membantu buat aq"
"3843","luar biasa, perbanyak promo tiket pesawat ya"
"3844","ok"
"3845","baru pertama Kali pakai awalnya cuman cek""harga tiket woooww ternyata bedanya sangat jauhh disinii lebih murah...Dan sempat bingung kodeboking dikirim lewat Email ternyata lewat notif airyy juga"
"3846","sangat membantu dalam menemukan penginapan yg mumer"
"3847","Oke"
"3848","memuaskan"
"3849","so far pelayanan via Airy bagus"
"3850","Lumayan murah tiketnya"
"3851","Sangattt baikkk, lebih baik dari aplikasi lainnya"
"3852","airy paling murah seindonesia"
"3853","mantapp... banyak promonya"
"3854","sllu jaga kualitas"
"3855","Pelayanan dan transaksi mudah dan cepat.... 🤝🏻 🙏"
"3856","lebih mudah."
"3857","Prosesnya cepat....."
"3858","harga paling murah dibandingkan aplikasi yang lainnya"
"3859","km sangat terbantu pesan tiket pesawat dgn sangat muda,cepat dan murah"
"3860","sangat mudah, dan cepat"
"3861","bersih, ramah,"
"3862","easy to use, banyak diskon juga"
"3863","bagus"
"3864","mudah, cepat & berkualitas"
"3865","good"
"3866","nungu pemesanan lama bnget loading aja.. trus gk lama batal sndri.. pas mau pesan ulang lgi harga berubah taik lah"
"3867","good tambahin lg dong promo kamar nya!!!"
"3868","vidio sexx anak mama"
"3869","👍"
